FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
,,,Zimbabwe,2020-05-20 02:32:19,-19.015438,29.154857,46,4,18,24,Zimbabwe
